"","Brewery","City","State","Beer","Style","ABV","IBU","Ounces"
"1766","Alameda Brewing","Portland"," OR","P-Town Pilsner","American Pilsner",0.04,20,12
"1767","Alameda Brewing","Portland"," OR","Yellow Wolf Imperial IPA","American Double / Imperial IPA",0.082,103,12
"1768","Oakshire Brewing","Eugene"," OR","Oakshire Amber Ale","American Amber / Red Ale",0.054,24,12
"1769","Oakshire Brewing","Eugene"," OR","Overcast Espresso Stout","American Stout",0.058,27,12
"1770","Oakshire Brewing","Eugene"," OR","Watershed IPA","American IPA",0.067,70,12
"1771","Oakshire Brewing","Eugene"," OR","Watershed IPA (2013)","American IPA",0.067,70,12
"1772","Three Creeks Brewing","Sisters"," OR","Knotty Blonde Ale","American Blonde Ale",0.04,18,12
"1773","Three Creeks Brewing","Sisters"," OR","Fivepine Chocolate Porter","American Porter",0.062,40,12
"1774","Three Creeks Brewing","Sisters"," OR","Hoodoo Voodoo IPA","American IPA",0.062,82,12
"1775","2 Towns Ciderhouse","Corvallis"," OR","Ginja Ninja","Cider",0.06,NA,12
"1776","2 Towns Ciderhouse","Corvallis"," OR","BrightCider","Cider",0.06,NA,12
"1777","2 Towns Ciderhouse","Corvallis"," OR","Cherried Away","Cider",0.06,NA,12
"1778","2 Towns Ciderhouse","Corvallis"," OR","Rhubarbarian","Cider",0.06,NA,12
"1779","Caldera Brewing Company","Ashland"," OR","Caldera IPA (2007)","American IPA",0.061,94,12
"1780","Caldera Brewing Company","Ashland"," OR","Caldera Pale Ale (2011)","American Pale Ale (APA)",0.056,55,12
"1781","Caldera Brewing Company","Ashland"," OR","Caldera IPA","American IPA",0.061,94,12
"1782","Caldera Brewing Company","Ashland"," OR","Lawnmower Lager","American Adjunct Lager",0.039,16,12
"1783","Caldera Brewing Company","Ashland"," OR","Caldera Pale Ale (2007)","American Pale Ale (APA)",0.056,55,12
"1784","Caldera Brewing Company","Ashland"," OR","Caldera IPA (2009)","American IPA",0.061,94,12
"1785","Caldera Brewing Company","Ashland"," OR","Pilot Rock Porter","American Porter",0.06,NA,12
"1786","Caldera Brewing Company","Ashland"," OR","Hopportunity Knocks IPA","American IPA",0.068,100,12
"1787","Caldera Brewing Company","Ashland"," OR","Caldera Pale Ale (2010)","American Pale Ale (APA)",0.056,55,12
"1788","Caldera Brewing Company","Ashland"," OR","Caldera Pale Ale","American Pale Ale (APA)",0.056,55,12
"1789","Caldera Brewing Company","Ashland"," OR","Ashland Amber Ale (2009)","American Amber / Red Ale",0.054,24,12
"1790","Caldera Brewing Company","Ashland"," OR","Ashland Amber Ale","American Amber / Red Ale",0.054,24,12
"1791","Caldera Brewing Company","Ashland"," OR","Caldera Pale Ale (2009)","American Pale Ale (APA)",0.056,55,12
"1792","Caldera Brewing Company","Ashland"," OR","Caldera Pale Ale (2005)","American Pale Ale (APA)",0.056,55,12
"1793","Goodlife Brewing Co.","Bend"," OR","Mountain Rescue Pale Ale","American Pale Ale (APA)",0.055,40,12
"1794","Breakside Brewery","Portland"," OR","Post Time Kölsch","Kölsch",0.05,NA,16
"1795","Burnside Brewing Co.","Portland"," OR","Couch Select Lager","American Pale Lager",0.05,14,12
"1796","Hop Valley Brewing Company","Springfield"," OR","541 American Lager","American Pale Lager",0.048,13,12
"1797","Hop Valley Brewing Company","Springfield"," OR","Festeroo Winter Ale","American Strong Ale",0.078,60,12
"1798","Hop Valley Brewing Company","Springfield"," OR","Double D Blonde (2011)","American Blonde Ale",0.049,20,12
"1799","Hop Valley Brewing Company","Springfield"," OR","Alphadelic IPA (2011)","American IPA",0.065,90,12
"1800","Hop Valley Brewing Company","Springfield"," OR","Proxima IPA","American IPA",0.063,70,12
"1801","Hop Valley Brewing Company","Springfield"," OR","Double D Blonde","American Blonde Ale",0.049,20,12
"1802","Hop Valley Brewing Company","Springfield"," OR","Double D Blonde (2013)","American Blonde Ale",0.049,20,12
"1803","Hop Valley Brewing Company","Springfield"," OR","Alphadelic IPA","American IPA",0.065,90,12
"1804","Worthy Brewing Company","Bend"," OR","Worthy IPA","American IPA",0.069,69,12
"1805","Worthy Brewing Company","Bend"," OR","Lights Out Vanilla Cream Extra Stout","American Double / Imperial IPA",0.077,30,12
"1806","Worthy Brewing Company","Bend"," OR","Worthy IPA (2013)","American IPA",0.069,69,12
"1807","Worthy Brewing Company","Bend"," OR","Worthy Pale","American Pale Ale (APA)",0.06,50,12
"1808","Worthy Brewing Company","Bend"," OR","Easy Day Kolsch","Kölsch",0.045,25,12
"1809","Occidental Brewing Company","Portland"," OR","Occidental Hefeweizen","American Pale Wheat Ale",0.047,NA,16
"1810","Occidental Brewing Company","Portland"," OR","Occidental Altbier","Altbier",0.05,NA,16
"1811","Occidental Brewing Company","Portland"," OR","Occidental Kölsch","Kölsch",0.045,NA,16
"1812","Occidental Brewing Company","Portland"," OR","Occidental Dunkel","Dunkelweizen",0.051,NA,16
"1813","Fearless Brewing Company","Estacada"," OR","Mjolnir Imperial IPA","American Double / Imperial IPA",0.069,NA,16
"1814","Fearless Brewing Company","Estacada"," OR","Loki Red Ale","American Amber / Red Ale",0.075,53,16
"1815","Fearless Brewing Company","Estacada"," OR","Fearless Scottish Ale","Scottish Ale",0.05,NA,16
"1816","Fearless Brewing Company","Estacada"," OR","Quaff India Style Session Ale","American IPA",0.051,NA,16
"1817","Fearless Brewing Company","Estacada"," OR","Loki Red Ale (2013)","American Amber / Red Ale",0.075,53,16
"1818","Fearless Brewing Company","Estacada"," OR","Peaches & Cream","Fruit / Vegetable Beer",0.046,NA,16
"1819","Fort George Brewery","Astoria"," OR","The Optimist","American IPA",0.062,NA,12
"1820","Fort George Brewery","Astoria"," OR","3-Way IPA (2013)","American IPA",0.067,NA,16
"1821","Fort George Brewery","Astoria"," OR","Tender Loving Empire NWPA","American Pale Ale (APA)",0.058,NA,16
"1822","Fort George Brewery","Astoria"," OR","Cavatica Stout","American Double / Imperial Stout",0.088,NA,16
"1823","Fort George Brewery","Astoria"," OR","1811 Lager","American Amber / Red Lager",0.051,NA,16
"1824","Fort George Brewery","Astoria"," OR","Vortex IPA","American IPA",0.074,97,16
"1825","Fort George Brewery","Astoria"," OR","Sunrise Oatmeal Pale Ale","American Pale Ale (APA)",0.055,NA,16
"1826","Fort George Brewery","Astoria"," OR","Quick Wit Belgianesque Ale","Witbier",0.052,NA,16
"1827","Fort George Brewery","Astoria"," OR","Quick WIT","Belgian Pale Ale",0.052,NA,12
"1828","Fort George Brewery","Astoria"," OR","Next Adventure Black IPA","American Black Ale",0.062,NA,16
"1829","Fort George Brewery","Astoria"," OR","Suicide Squeeze IPA","American IPA",0.045,NA,16
"1830","Fort George Brewery","Astoria"," OR","Java the Hop","American IPA",0.065,NA,16
"1831","Rogue Ales","Newport"," OR","Rogue American Amber Ale","American Amber / Red Ale",0.051,NA,16
"1832","Widmer Brothers Brewing Company","Portland"," OR","Hefe Black","Hefeweizen",0.049,30,12
"1833","Widmer Brothers Brewing Company","Portland"," OR","Widmer Brothers Hefeweizen","Hefeweizen",0.049,30,12
"1834","Widmer Brothers Brewing Company","Portland"," OR","Hefe Lemon","Radler",0.049,30,12
"1835","Astoria Brewing Company","Astoria"," OR","Trolley Stop Stout","American Stout",0.057,40,12
"1836","Astoria Brewing Company","Astoria"," OR","Bitter Bitch Imperial IPA","American Double / Imperial IPA",0.082,138,12
"1837","Astoria Brewing Company","Astoria"," OR","Poop Deck Porter","American Porter",0.062,35,12
"1838","Astoria Brewing Company","Astoria"," OR","Old Red Beard Amber Ale","American Amber / Red Ale",0.06,35,12
"1839","Natian Brewery","Portland"," OR","Undun Blonde Ale","American Blonde Ale",0.053,NA,16
"1840","Natian Brewery","Portland"," OR","Old Grogham Imperial India Pale Ale (2012)","American Double / Imperial IPA",0.085,86,16
"1841","Natian Brewery","Portland"," OR","Undun Blonde Ale (2012)","American Blonde Ale",0.053,NA,16
"1842","Natian Brewery","Portland"," OR","Old Grogham Imperial India Pale Ale","American Double / Imperial IPA",0.085,86,16
"1843","Natian Brewery","Portland"," OR","CuDa Cascadian Dark Ale","American Black Ale",0.074,NA,16
"1844","Natian Brewery","Portland"," OR","CuDa Cascadian Dark Ale (2012)","American Black Ale",0.074,NA,16
"1845","Red Tank Cider Company","Bend"," OR","Happy Cider","Cider",0.055,NA,16
"1846","Cascadia Ciderworks United","Portland"," OR","Dry Hard Apple Cider","Cider",0.069,NA,16
"1847","Cascadia Ciderworks United","Portland"," OR","Granny Smith Hard Apple Cider","Cider",0.069,NA,16
"1848","10 Barrel Brewing Company","Bend"," OR","Pub Beer","American Pale Lager",0.05,NA,12
"1849","Coalition Brewing Company","Portland"," OR","Cascadian Dark Ale","American Black Ale",0.06,75,12
"1850","Coalition Brewing Company","Portland"," OR","Wheat the People","American Pale Wheat Ale",0.044,13,16
"1851","Blue Dog Mead","Eugene"," OR","Yellow Collar","Mead",0.059,NA,12
"1852","Blue Dog Mead","Eugene"," OR","Green Collar","Mead",0.059,NA,12
"1853","Southern Oregon Brewing Company","Medford"," OR","Nice Rack IPA","American IPA",0.055,65,16
"1854","Southern Oregon Brewing Company","Medford"," OR","Na Zdraví Pilsner","Czech Pilsener",0.048,32,16
"1855","Deschutes Brewery","Bend"," OR","Mirror Pond Pale Ale","American Pale Ale (APA)",0.05,40,12
"1856","Good Life Brewing Company","Bend"," OR","Descender IPA","American IPA",0.07,70,12
"1857","Good Life Brewing Company","Bend"," OR","Sweet As Pacific Ale","American Pale Wheat Ale",0.06,18,12
"1858","MacTarnahans Brewing Company","Portland"," OR","Mac's Highlander Pale Ale (2000)","American Pale Ale (APA)",0.05,NA,12
"1859","MacTarnahans Brewing Company","Portland"," OR","Mac's Scottish Style Amber Ale (2000)","American Amber / Red Ale",0.051,32,12
"1860","Seven Brides Brewery","Silverton"," OR","Becky's Black Cat Porter","American Porter",0.07,55,16
"1861","Seven Brides Brewery","Silverton"," OR","Frankenlou's IPA","American IPA",0.07,105,16
"1862","Rivertowne Brewing Company","Export"," PA","Grateful White","Witbier",0.061,NA,12
"1863","Rivertowne Brewing Company","Export"," PA","Jah Mon","American IPA",0.05,100,12
"1864","Rivertowne Brewing Company","Export"," PA","Babbling Blonde","American Blonde Ale",0.053,NA,12
"1865","Rivertowne Brewing Company","Export"," PA","Headless Wylie","Pumpkin Ale",0.08,NA,12
"1866","Rivertowne Brewing Company","Export"," PA","Rudolph's Red","American Amber / Red Ale",0.081,NA,12
"1867","Rivertowne Brewing Company","Export"," PA","Dayman IPA","American IPA",0.05,NA,12
"1868","Rivertowne Brewing Company","Export"," PA","All Aboard! Anniversary Stout","Oatmeal Stout",0.071,NA,12
"1869","Rivertowne Brewing Company","Export"," PA","Patrick's Poison","American Amber / Red Ale",0.08,NA,12
"1870","Rivertowne Brewing Company","Export"," PA","Hala Kahiki Pineapple Beer","Fruit / Vegetable Beer",0.048,NA,12
"1871","Rivertowne Brewing Company","Export"," PA","Hop Lace","American White IPA",0.062,NA,12
"1872","Rivertowne Brewing Company","Export"," PA","Maxwell's Scottish Ale","Scottish Ale",0.051,NA,12
"1873","Rivertowne Brewing Company","Export"," PA","Oktoberfest","Märzen / Oktoberfest",0.062,NA,12
"1874","Rivertowne Brewing Company","Export"," PA","RT Lager","American Amber / Red Lager",0.055,NA,12
"1875","Rivertowne Brewing Company","Export"," PA","OH-PA Session Pale Ale","American Pale Ale (APA)",0.048,NA,12
"1876","Rivertowne Brewing Company","Export"," PA","Old Wylie's IPA","American IPA",0.062,NA,12
"1877","The Lion Brewery","Wilkes-Barre"," PA","Lionshead","American Pilsner",0.045,NA,12
"1878","Tröegs Brewing Company","Hershey"," PA","Sunshine Pils","American Pilsner",0.045,45,12
"1879","Tröegs Brewing Company","Hershey"," PA","Nugget Nectar","American Amber / Red Ale",0.075,93,16
"1880","Tröegs Brewing Company","Hershey"," PA","Troegenator","Doppelbock",0.082,NA,16
"1881","Tröegs Brewing Company","Hershey"," PA","Perpetual IPA","American IPA",0.075,85,12
"1882","Tröegs Brewing Company","Hershey"," PA","Troegenator Doublebock","Doppelbock",0.082,25,16
"1883","Vault Brewing Company","Yardley"," PA","Nitro Can Coffee Stout","American Stout",0.052,NA,12
"1884","Straub Brewery","St Mary's"," PA","Straub Beer (Current)","American Adjunct Lager",0.05,NA,12
"1885","Straub Brewery","St Mary's"," PA","American Light","Light Lager",0.032,13,12
"1886","Straub Brewery","St Mary's"," PA","American Lager","American Adjunct Lager",0.041,8,12
"1887","Straub Brewery","St Mary's"," PA","American Amber","American Amber / Red Lager",0.041,8,12
"1888","Fort Pitt Brewing Company","Latrobe"," PA","Fort Pitt Ale","American Amber / Red Ale",NA,NA,12
"1889","Sly Fox Brewing Company","Phoenixville"," PA","Homefront IPA","American IPA",0.06,70,12
"1890","Round Guys Brewing","Lansdale"," PA","Sundown","Saison / Farmhouse Ale",0.071,36,12
"1891","Round Guys Brewing","Lansdale"," PA","Fear of a Brett Planet","American Pale Ale (APA)",0.051,NA,12
"1892","Round Guys Brewing","Lansdale"," PA","Sanctified","Belgian Strong Pale Ale",0.099,NA,12
"1893","Round Guys Brewing","Lansdale"," PA","Dog Days Summer Ale","Kölsch",0.045,28,12
"1894","Round Guys Brewing","Lansdale"," PA","Original Slacker Ale","English Brown Ale",0.056,40,12
"1895","Round Guys Brewing","Lansdale"," PA","Kiss Off IPA","American IPA",0.063,NA,12
"1896","Round Guys Brewing","Lansdale"," PA","Alpha Blackback","American Black Ale",0.072,NA,12
"1897","Boxcar Brewing Company","West Chester"," PA","Passenger","English Dark Mild Ale",0.047,NA,12
"1898","Boxcar Brewing Company","West Chester"," PA","1492","American Pale Ale (APA)",0.065,NA,12
"1899","Boxcar Brewing Company","West Chester"," PA","Mango Ginger","American IPA",0.058,NA,12
"1900","Hop Farm Brewing Company","Pittsburgh"," PA","Provision","Saison / Farmhouse Ale",0.042,25,12
"1901","Hop Farm Brewing Company","Pittsburgh"," PA","Hop Farm IPA","American IPA",0.058,45,12
"1902","Hop Farm Brewing Company","Pittsburgh"," PA","One Nut Brown","American Brown Ale",0.047,28,12
"1903","Liquid Hero Brewery","York"," PA","American Hero","American Amber / Red Ale",0.057,42,12
"1904","Liquid Hero Brewery","York"," PA","Schweet Ale","Fruit / Vegetable Beer",0.052,20,12
"1905","Liquid Hero Brewery","York"," PA","Irregardless IPA","American IPA",0.065,75,12
"1906","Liquid Hero Brewery","York"," PA","Adam's Stout","American Stout",0.058,40,12
"1907","Old Forge Brewing Company","Danville"," PA","Overbite IPA","American IPA",0.075,NA,16
"1908","Old Forge Brewing Company","Danville"," PA","T-Rail Pale Ale","American Pale Ale (APA)",0.055,NA,16
"1909","Old Forge Brewing Company","Danville"," PA","Endless Sun Ale","American Pale Wheat Ale",0.045,NA,16
"1910","Old Forge Brewing Company","Danville"," PA","Celestial Blonde Ale","American Blonde Ale",0.065,NA,16
"1911","Old Forge Brewing Company","Danville"," PA","Endless Summer Ale (2011)","American Pale Wheat Ale",0.048,NA,16
"1912","Old Forge Brewing Company","Danville"," PA","Hopsmith Pale Lager","American Pale Lager",0.06,NA,16
"1913","Old Forge Brewing Company","Danville"," PA","Falling Down Brown Ale","American Brown Ale",0.065,65,16
"1914","Old Forge Brewing Company","Danville"," PA","Old Forge Pumpkin Ale","Pumpkin Ale",0.046,20,16
"1915","Old Forge Brewing Company","Danville"," PA","Plowshare Porter","American Porter",0.055,NA,16
"1916","Old Forge Brewing Company","Danville"," PA","Resolution Rye Stout","American Stout",0.068,NA,16
"1917","Voodoo Brewery","Meadville"," PA","Voodoo Love Child","Tripel",0.092,25,12
"1918","Voodoo Brewery","Meadville"," PA","White Magick of the Sun","Witbier",0.079,23,12
"1919","Voodoo Brewery","Meadville"," PA","Good Vibes IPA","American IPA",0.073,85,12
"1920","Voodoo Brewery","Meadville"," PA","Pilzilla","American Double / Imperial Pilsner",0.075,85,12
"1921","Voodoo Brewery","Meadville"," PA","Gran Met","Belgian Strong Pale Ale",0.092,25,12
"1922","Voodoo Brewery","Meadville"," PA","Wynona's Big Brown Ale","American Brown Ale",0.075,31,12
"1923","Neshaminy Creek Brewing Company","Croydon"," PA","County Line IPA","American IPA",0.066,NA,12
"1924","Neshaminy Creek Brewing Company","Croydon"," PA","Trauger Pilsner","German Pilsener",0.048,NA,12
"1925","Lavery Brewing Company","Erie"," PA","Duluchan India Pale Ale","American IPA",0.056,70,12
"1926","Lavery Brewing Company","Erie"," PA","Madra Allta","American IPA",0.064,95,12
"1927","Manayunk Brewing Company","Philadelphia"," PA","Manayunk Oktoberfest","Märzen / Oktoberfest",0.067,NA,12
"1928","Manayunk Brewing Company","Philadelphia"," PA","Schuylkill Punch","Fruit / Vegetable Beer",0.06,14,12
"1929","Manayunk Brewing Company","Philadelphia"," PA","Monk from the 'Yunk","Tripel",0.09,30,12
"1930","Manayunk Brewing Company","Philadelphia"," PA","Festivus (1)","Winter Warmer",0.072,NA,12
"1931","Manayunk Brewing Company","Philadelphia"," PA","Belgian Style Session Ale","Belgian Pale Ale",0.045,21,12
"1932","Manayunk Brewing Company","Philadelphia"," PA","Yunkin' Punkin'","Pumpkin Ale",0.055,NA,12
"1933","Manayunk Brewing Company","Philadelphia"," PA","Summer Paradise","American Pale Wheat Ale",0.05,18,12
"1934","Manayunk Brewing Company","Philadelphia"," PA","Dreamin' Double IPA","American Double / Imperial IPA",0.085,85,12
"1935","Manayunk Brewing Company","Philadelphia"," PA","Manayunk IPA","American IPA",0.055,NA,12
"1936","Mikkeller","Pottstown"," PA","Keeper (Current)","American Pilsner",0.05,NA,12
"1937","Mikkeller","Pottstown"," PA","Better Half","American IPA",0.068,NA,12
"1938","Sly Fox Brewing Company","Pottstown"," PA","Pikeland Pils","German Pilsener",0.049,44,12
"1939","Sly Fox Brewing Company","Pottstown"," PA","Oktoberfest Lager","Märzen / Oktoberfest",0.058,25,12
"1940","Sly Fox Brewing Company","Pottstown"," PA","113 IPA","American IPA",0.07,113,12
"1941","Sly Fox Brewing Company","Pottstown"," PA","Phoenix Pale Ale","American Pale Ale (APA)",0.051,40,12
"1942","Sly Fox Brewing Company","Pottstown"," PA","Sly Fox Christmas Ale 2013","Winter Warmer",0.055,16,12
"1943","Sly Fox Brewing Company","Pottstown"," PA","Dunkel Lager","Munich Dunkel Lager",0.053,21,12
"1944","Sly Fox Brewing Company","Pottstown"," PA","Royal Weisse Ale","Hefeweizen",0.056,11,12
"1945","Sly Fox Brewing Company","Pottstown"," PA","Odyssey Imperial IPA","American Double / Imperial IPA",0.084,90,12
"1946","Sly Fox Brewing Company","Pottstown"," PA","Grisette","Grisette",0.056,25,12
"1947","Sly Fox Brewing Company","Pottstown"," PA","Helles Golden Lager","Munich Helles Lager",0.049,18,12
"1948","Sly Fox Brewing Company","Pottstown"," PA","Sly Fox Christmas Ale 2012 (2012)","Winter Warmer",0.055,16,12
"1949","Sly Fox Brewing Company","Pottstown"," PA","360° India Pale Ale","American IPA",0.062,NA,12
"1950","Spring House Brewing Company","Conestoga"," PA","Seven Gates Pale Ale","American Pale Ale (APA)",0.056,NA,12
"1951","Swashbuckler Brewing Company","Manheim"," PA","Bermuda Triangle Ginger Beer","Herbed / Spiced Beer",0.045,NA,12
"1952","Jack's Hard Cider (Hauser Estate...","Biglerville"," PA","Jack's Hard Cider","Cider",0.051,NA,12
"1953","Jack's Hard Cider (Hauser Estate...","Biglerville"," PA","Helen's Blend","Cider",0.05,NA,12
"1954","North Country Brewing Company","Slippery Rock"," PA","Slimy Pebble Pils","German Pilsener",0.045,NA,12
"1955","North Country Brewing Company","Slippery Rock"," PA","Buck Snort Stout","American Stout",0.061,NA,12
"1956","North Country Brewing Company","Slippery Rock"," PA","Station 33 Firehouse Red","Irish Red Ale",0.055,NA,12
"1957","North Country Brewing Company","Slippery Rock"," PA","Paleo IPA","English India Pale Ale (IPA)",0.06,NA,12
"1958","Dock Street Brewery","Philadelphia"," PA","Dock Street Amber Beer (1992)","American Amber / Red Ale",NA,NA,12
"1959","Flat Rock Brewing Company","Smithton"," PA","Inclined Plane Ale","American IPA",NA,NA,12
"1960","Lancaster Brewing Company","Lancaster"," PA","Rumspringa Golden Bock","Maibock / Helles Bock",0.066,30,12
"1961","Lancaster Brewing Company","Lancaster"," PA","Lancaster German Style Kölsch","Kölsch",0.048,28,12
"1962","Grey Sail Brewing Company","Westerly"," RI","Captain's Daughter","American Double / Imperial IPA",0.085,69,12
"1963","Grey Sail Brewing Company","Westerly"," RI","Autumn Winds Fest Beer","Märzen / Oktoberfest",0.058,NA,16
"1964","Coastal Extreme Brewing Company","Newport"," RI","Rhode Island Blueberry","Kölsch",0.046,11,12
"1965","Coastal Extreme Brewing Company","Newport"," RI","Newport Storm IPA","American IPA",0.065,75,12
"1966","Coastal Extreme Brewing Company","Newport"," RI","Hurricane Amber Ale (2004)","American Amber / Red Ale",0.052,24,12
"1967","Coastal Extreme Brewing Company","Newport"," RI","Hurricane Amber Ale","American Amber / Red Ale",0.052,24,12
"1968","Narragansett Brewing Company","Providence"," RI","Narragansett Bohemian Pilsner","German Pilsener",0.086,35,16
"1969","Narragansett Brewing Company","Providence"," RI","Narragansett Porter","American Porter",0.07,22,16
"1970","Narragansett Brewing Company","Providence"," RI","Narragansett Summer Ale","American Pale Wheat Ale",0.042,24,12
"1971","Narragansett Brewing Company","Providence"," RI","Narragansett Cream Ale","Cream Ale",0.05,22,16
"1972","Narragansett Brewing Company","Providence"," RI","Narragansett Summer Ale","American Pale Wheat Ale",0.042,24,16
"1973","Narragansett Brewing Company","Providence"," RI","Bohemian Pils","American Pilsner",0.052,30,16
"1974","Narragansett Brewing Company","Providence"," RI","Narragansett Fest Lager","Märzen / Oktoberfest",0.055,15,16
"1975","Narragansett Brewing Company","Providence"," RI","Narragansett Bock","Bock",0.065,32,16
"1976","Narragansett Brewing Company","Providence"," RI","Autocrat Coffee Milk Stout","Milk / Sweet Stout",0.053,30,16
"1977","Narragansett Brewing Company","Providence"," RI","Gansett Light","Light Lager",0.037,10,16
"1978","Foolproof Brewing Company","Pawtucket"," RI","Backyahd IPA","American IPA",0.06,NA,12
"1979","Foolproof Brewing Company","Pawtucket"," RI","La Ferme Urbaine Farmhouse Ale","Saison / Farmhouse Ale",0.078,NA,12
"1980","Foolproof Brewing Company","Pawtucket"," RI","Raincloud Robust Porter","American Porter",0.065,NA,12
"1981","Foolproof Brewing Company","Pawtucket"," RI","Barstool American Golden Ale","American Blonde Ale",0.045,NA,12
"1982","Grey Sail Brewing of Rhode Island","Westerly"," RI","Leaning Chimney Smoked Porter","American Porter",0.06,34,16
"1983","Grey Sail Brewing of Rhode Island","Westerly"," RI","Hazy Day Belgian-Style Wit","Witbier",0.04,20,16
"1984","Grey Sail Brewing of Rhode Island","Westerly"," RI","Flagship Ale","Cream Ale",0.049,22,12
"1985","Grey Sail Brewing of Rhode Island","Westerly"," RI","Autumn Winds","Märzen / Oktoberfest",0.058,NA,16
"1986","Grey Sail Brewing of Rhode Island","Westerly"," RI","Bring Back the Beach Blonde Ale","American Blonde Ale",0.055,NA,16
"1987","Grey Sail Brewing of Rhode Island","Westerly"," RI","Flying Jenny Extra Pale Ale (2012)","American Pale Ale (APA)",0.06,54,12
"1988","Grey Sail Brewing of Rhode Island","Westerly"," RI","Flying Jenny Extra Pale Ale","American Pale Ale (APA)",0.06,54,12
"1989","COAST Brewing Company","Charleston"," SC","Rye Knot","American Brown Ale",0.062,NA,12
"1990","COAST Brewing Company","Charleston"," SC","Dead Arm","American Pale Ale (APA)",0.06,NA,12
"1991","COAST Brewing Company","Charleston"," SC","32°/50° Kölsch ","Kölsch",0.048,NA,16
"1992","COAST Brewing Company","Charleston"," SC","Blackbeard","American Double / Imperial Stout",0.093,NA,12
"1993","COAST Brewing Company","Charleston"," SC","Boy King","American Double / Imperial IPA",0.097,NA,16
"1994","COAST Brewing Company","Charleston"," SC","HopArt","American IPA",0.077,NA,16
"1995","Quest Brewing Company","Greenville"," SC","Smoking Mirror","American Porter",0.055,30,12
"1996","Quest Brewing Company","Greenville"," SC","Golden Fleece","Belgian Pale Ale",0.045,35,12
"1997","Westbrook Brewing Company","Mt. Pleasant"," SC","White Thai","Witbier",0.05,16,12
"1998","Westbrook Brewing Company","Mt. Pleasant"," SC","One Claw","American Pale Ale (APA)",0.055,NA,12
"1999","Westbrook Brewing Company","Mt. Pleasant"," SC","Westbrook Gose","Gose",0.04,5,12
"2000","Westbrook Brewing Company","Mt. Pleasant"," SC","Westbrook IPA","American IPA",0.068,65,12
"2001","New South Brewing Company","Myrtle Beach"," SC","Nut Brown Ale","English Brown Ale",0.054,NA,12
"2002","New South Brewing Company","Myrtle Beach"," SC","White Ale","Witbier",0.046,NA,12
"2003","Crow Peak Brewing Company","Spearfish"," SD","Canyon Cream Ale","Cream Ale",0.055,NA,12
"2004","Crow Peak Brewing Company","Spearfish"," SD","Pile O'Dirt Porter","American Porter",0.069,NA,12
"2005","Crow Peak Brewing Company","Spearfish"," SD","Easy Livin' Summer Ale","American Blonde Ale",0.045,NA,12
"2006","Crow Peak Brewing Company","Spearfish"," SD","11th Hour IPA","American IPA",0.06,NA,12
"2007","Crow Peak Brewing Company","Spearfish"," SD","Red Water Irish Style Red","American Amber / Red Ale",0.065,NA,12
"2008","Crow Peak Brewing Company","Spearfish"," SD","Mjöllnir","Herbed / Spiced Beer",0.066,NA,12
"2009","Crow Peak Brewing Company","Spearfish"," SD","Bear Butte Nut Brown Ale","American Brown Ale",0.055,NA,12
"2010","Wiseacre Brewing Company","Memphis"," TN","Ananda India Pale Ale","American IPA",0.062,61,12
"2011","Wiseacre Brewing Company","Memphis"," TN","Tiny Bomb","American Pilsner",0.045,23,12
"2012","Wiseacre Brewing Company","Memphis"," TN","Tarasque","Saison / Farmhouse Ale",0.059,NA,12
"2013","Jackalope Brewing Company","Nashville"," TN","Thunder Ann","American Pale Ale (APA)",0.055,37,12
"2014","Big River Brewing Company","Chattanooga"," TN","Big River Pilsner","Czech Pilsener",0.05,32,12
"2015","Big River Brewing Company","Chattanooga"," TN","House Brand IPA","American IPA",0.06,55,12
"2016","Cedar Creek Brewery","Seven Points"," TX","The Lawn Ranger","Cream Ale",0.05,18,16
"2017","Cedar Creek Brewery","Seven Points"," TX","Elliott's Phoned Home Pale Ale","American Pale Ale (APA)",0.051,36,16
"2018","Cedar Creek Brewery","Seven Points"," TX","Scruffy's Smoked Alt","Smoked Beer",0.051,35,16
"2019","Cedar Creek Brewery","Seven Points"," TX","Special Release","",NA,NA,16
"2020","Cedar Creek Brewery","Seven Points"," TX","Dankosaurus","American IPA",0.068,70,16
"2021","Cedar Creek Brewery","Seven Points"," TX","Gone A-Rye","American Double / Imperial IPA",0.085,90,16
"2022","Twisted X Brewing Company","Dripping Springs"," TX","Twisted X","American Adjunct Lager",0.051,19,12
"2023","Twisted X Brewing Company","Dripping Springs"," TX","Cow Creek","American Amber / Red Lager",0.054,26,12
"2024","Twisted X Brewing Company","Dripping Springs"," TX","Chupahopra","American IPA",0.075,63,12
"2025","Freetail Brewing Company","San Antonio"," TX","Texicali ","American Brown Ale",0.065,33,12
"2026","Freetail Brewing Company","San Antonio"," TX","Bat Outta Helles","Munich Helles Lager",0.042,20,12
"2027","Freetail Brewing Company","San Antonio"," TX","Pinata Protest","Witbier",0.06,NA,12
"2028","Freetail Brewing Company","San Antonio"," TX","Rye Wit","Witbier",0.042,10,12
"2029","Freetail Brewing Company","San Antonio"," TX","Original","American Amber / Red Ale",0.068,NA,12
"2030","Freetail Brewing Company","San Antonio"," TX","Soul Doubt","American IPA",0.059,70,12
"2031","Freetail Brewing Company","San Antonio"," TX","OktoberFiesta","",0.053,27,12
"2032","Freetail Brewing Company","San Antonio"," TX","Yo Soy Un Berliner","Berliner Weissbier",0.044,5,12
